article,article_title,date_published,main_image
"If you've had children, a C-section, or both, you may be looking at your midsection wondering where your pre-pregnancy body has gone. Along with the effects of time, age, and gravity, the stretching that your stomach endures during pregnancy may be something that you can't reverse on your own.There are times when you can tighten your abdominal skin through exercises and even using some of the  that our Winter Park plastic surgeon offers. However, there are other times when there is too much excess skin and muscle loss for you to return your stomach to its pre-pregnancy appearance without a surgical procedure. When your stomach falls into the latter of these two categories, our Florida plastic surgeon can offer you an .Abdominoplasty is a surgical procedure where our plastic surgeon will remove the excess skin and some fat from your midsection. He will also place internal sutures on your abdominal muscles to strengthen and tighten them. The end result will be a taut, thinner stomach that is stronger and free from excess skin.Abdominoplasty is not meant as a form of weight loss, but as a way to be free from excess abdominal skin and tissue that you couldn't be rid of with a healthy diet and exercise. A tummy tuck can be the solution you're looking for if you feel as though you've tried everything and your stomach just isn't responding to your effort.To determine if a tummy tuck is right for you, please contact our Orlando plastic surgeon, , for a consultation. He will determine if a tummy tuck is the best choice for you or if you might benefit from a  or injectable instead. Schedule your consultation today by calling us at .",When is Abdominoplasty Right?,"September 23, 2015",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/iStock_000006247350Medium_zps0777d952-350x233.JPG
"On October 21st of this year, multiple programs including The Plastic Surgery Foundation (The PSF) and The American Society of Plastic Surgeon (ASPS) support Breast Reconstruction Awareness (BRA) Day. During this day and throughout the entire month of October, organizations wish to spread awareness about breast reconstruction after undergoing a mastectomy because of breast cancer.Oftentimes, when women are diagnosed with breast cancer, they undergo a single or even double mastectomy. Women may feel embarrassed or confused about having a breast reconstruction once they're cancer-free, but BRA Day seeks to end this confusion and help empower women to seek reconstruction if they're interested.At The Bougainvillea Clinique, our Winter Park plastic surgeon, , performs  for those that have undergone a mastectomy. In this method, Dr. Hartog removes breast fat at the same time that you have your mastectomy and inserts it once you're cancer-free rather than using an implant. This means that you don't have a foreign object that your body may reject. Additionally, using actual fat means that your breasts will look and feel more natural.If it isn't possible for Dr. Hartog to remove the breast fat and tissue during your mastectomy, then he can remove it from another part of your body that has excess fat at a later time. This fat can be implanted and shaped to look like natural, perky, gorgeous breasts.Dr. Hartog's procedure is considered scarless because, rather than having another surgery to implant the fat and create your news breasts, Dr. Hartog can insert the fat using needle-size incisions. There will be no additional scars, surgery, or foreign objects in your body.During this time of awareness, we encourage you to contact us at The Bougainvillea Clinique to discuss scarless breast reconstruction after a lumpectomy or mastectomy. There is no reason to wait to look and feel the way you desire. Call us today at . ",Today is BRA Day! -- Winter Park Breast Reconstruction,"October 21, 2015",http://www.lookandfeelbetter.com
"The American Society of Plastic Surgeons (ASPS) reported that over 400,000 men received  in 2014 which is a 337% increase since 2000. This may be because men have finally realized that there shouldn't be a negative stigma when it comes to aesthetic improvements for males.The idea of ""BROTOX"" is being embraced all across the country, even by the celebrities. Simon Cowell of ""American Idol"" among many other shows uses BOTOX® Cosmetic as does reality TV star, Todd Chrisley from ""Chrisley Knows Best.""At The Boungainvillea Clinique, our plastic surgeon, , is proud to offer BOTOX® Cosmetic to both women and men alike. It is an easy and safe  that works on fine lines and wrinkles. BOTOX® Cosmetic contains tiny quantities of a naturally-occurring neurotoxin that is safe to inject within the dermis. This neurotoxin, botulinum, helps to paralyze the muscles in the face and thereby stops them from creating more wrinkles or adding to fine lines.BOTOX® Cosmetic is highly effective at helping you to look your best and continue to look your best for years to come with repeated touchup doses.So, whether you're female or male, we highly recommend you schedule a BOTOX® Cosmetic appointment with our plastic surgeon. We can give you a great idea of what your expectations should be and how great you're going to look. Contact us today to set up a consultation by calling .",More Men Are Getting BOTOX® Cosmetic Than Ever Before,"October 29, 2015",http://www.lookandfeelbetter.com
"Recent studies have shown that there is always time to start taking better care of yourself. The phrase, ""it's never too late"" was especially explored in a recent Orlando Sentinel article where over 20 experts were interviewed about staying healthy and feeling youthful even as you age.In the article, physicians discussed that treatments for cholesterol and high blood pressure can always be started to help a suffering patient. Other topics included the health benefits of stopping smoking, eating well, and exercising.Our very own plastic surgeon, Dr. Jeffrey Hartog, was interviewed for the article with regard to avoiding skin cancer and having healthy-looking skin. Dr. Hartog was quoted saying: ""as long as [the cancer] is picked up early, it can be easily managed."" He also continued with a reminder that a good skin care regimen can be instrumental in having healthy skin.You can read the entire article .At The Bougainvillea Clinique, we offer a wide variety of  that can help your skin look and feel young. We also have a full line of skin care products to help your skin look taut, , and radiant.If you'd like to schedule a consultation appointment to determine how our facial treatments can help you look and feel young and beautiful, please contact us today. Our plastic surgeon proudly serves patients in Winter Park, Orlando, and all of Central Florida. Contact us today by calling .",How to Age Well -- Dr. Hartog in the Orlando Sentinel,"November 9, 2015",http://www.lookandfeelbetter.com
"If you've been blessed with a child, you know that there is nothing that you'd trade for yout little one. Sure, children come with the added bonus of sleepless nights, runny noses, and crayon on the walls, but you are super mom and you love every second of it. Right?While we all wish we could answer a resounding ""yes"" to this question, the reality is that there are moms everywhere that wish they could love their post-pregnancy bodies as much as they love their children's crazy, fun-filled antics.When you look at your post-pregnancy body, you may notice stretch marks that weren't there before and possibly some lines under your eyes due to missing out on far too many REM cycles. You were prepared for those changes, you even liberally applied cocoa-butter while pregnant to limit the stretch marks. But, you definitely didn't expect that your post-pregnancy breasts would sag and appear almost deflated. That was a tid-bit that Mother Nature seemed to keep out of the blogs you've been reading because you certainly didn't know that 33% of all post-breast feeding women lose breast volume and may experience deflation.The good news is that there is a solution for sagging breasts and it's one that moms everywhere have been avidly seeking. At The Boungainvillea Clinique, our plastic surgeon, Dr. Jeffrey Hartog, has been blessed to help countless women that were interested in a solution to saggy and deflated breasts. The solution, ladies, is a . In a simple surgical procedure, Dr. Hartog can lift your breasts so they're perky and back under your chin rather than hanging down by your belly button. He can also combine this breast lift procedure with  if you'd like to add some volume back to those lovely breasts that have spent that last several months being in the employ of your little one.Maybe you're ready to shock your husband with the breasts that he remembers from before having children. Or, possibly you want to give yourself the gift of uplifted confidence and self-esteem. Whatever your reason is for desiring a breast lift, please contact our plastic surgeon today to schedule a consultation. Dr. Hartog can explain the procedure, how minimal (if any) the scarring will be, and give you realistic expectations. Contact us today by filling out the form on this page or calling . We proudly serve patients in Orlando, Winter Park, and all of Central Florida.",Why Moms Are Flocking to Get Breast Lifts,"November 18, 2015",http://www.lookandfeelbetter.com
"When you have stubborn fat on your body, you may be wondering how you can ever get rid of it. You've tried exercise and all the trendy diets, but are still left with love handles and portions of fat covering your mid-section and thighs. Well, a great solution is the revolutionary treatment that removes fat without any surgery -- !CoolSculpting is an  treatment that requires no surgery, downtime, anesthesia, or injecitons. The CoolSculpting machine is placed on your desired treatment area and literally freezes your fat cells. Then, you body naturally removes them, leaving you slim and trim.While most plastic surgeons only offer single CoolSculpting treatments, The Bougainvillea Clinique has two machines, meaning you can have treatments done on two areas at once. We are the only office in Central Florida that offers this level of treatment. While you sit back, reading, relaxing with your cell phone, or streaming using our Wi-Fi, you can have two areas of your body treated at once, giving you faster results in more than one location.If you're ready to be free from useless excess fat and love the way you look, please contact us today to schedule your consultation. Our plastic surgeon, , has been considered one of the pioneers of his field for decades and can offer you a calm touch and an artistic eye. You'll love the way you look! Call us today at . ",Dual Sculpting -- CoolSculpting in Half the Time!,"December 21, 2015","http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/shutterstock_144989659_zps17b474dc_0.jpg', '/sites/www.lookandfeelbetter.com/files/B%26A-Becker-AB-3Set-17wk-LoRes_0.jpg"
,Why Having DualSculpting Sets us Apart,"January 20, 2016",http://www.lookandfeelbetter.com
,Why Men are Seeking BOTOX® Cosmetic,"January 27, 2016",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/iStock_000013002992_Large_zpskuocpjy0_0_0-275x413.jpg
"Find out if CoolSculpting is right for you! Eliminate stubborn fat and that double-chin with CoolSculpting! No surgery, no needles and no downtime allow you to get on with your life and with DualSculpting (2 machines) results are achieved even faster!Schedule your complimentary consultation today!!","Don't Miss Our Next Cool Event Wednesday, February 10th!","February 2, 2016",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/images/Screen%20Shot%202016-01-28%20at%203.51.56%20PM_0.png
"A recent study suggests that women may not have all the facts they need when it comes to deciding on . The pain and hardship of a mastectomy can affect both the physical and psychological aspects of life. Fortunately, there are now more options than ever before when it comes to .Doctors expressed concerns that women may make choices that they later regret due to not understanding all of the options. The researchers analyzed survey responses from 126 women undergoing mastectomies. While most of them discussed reconstruction with their doctors, only 58 percent recalled particular conversations about the benefits of reconstruction. Even fewer, just 28 percent, remembered talking about the risks.There are many  available that can be catered to your particular needs and wishes. From breast augmentation with implants to the all-natural fat transfer method, the choice about reconstruction is a highly personal decision. Each option available has particular advantages and candidacy considerations, so the best way to get all the details you need to make the best decision is to schedule a consultation.If you live in Orlando, Winter Park, and or anywhere in Central Florida, please contact us at The Bougainvillea Clinique to discuss all of the breast reconstruction options available to you. Call us today at a confidential consultation. ",Women Need the Facts about Breast Reconstruction after a Mastectomy,"February 10, 2016",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/10061147_zps3727ed80_0_0-350x425.jpg
"Since opening the Bougainvillea Clinique 20 years ago this year, Dr. Hartog has performed over 5000 breast augmentation procedures. He has built his reputation as a master in this procedure due to his unending quest for perfection, and continuous refinement of the procedure. The first in Central Florida to add the Mirror Digital Imaging System in 1967, he was then the first to add the Vectra 3-D Imaging System to allow advanced planning and predictability to the procedure, and help patients have a better visualization of their final size and appearance.Understanding that no two individuals are the same, Dr. Hartog has helped patients tailor their procedure specifically to match their body type and their final desired appearance, offering silicone gel and saline implants and the various shaped and round implants, under and over the muscle, all the different incisions, and since 2008 has offered breast augmentation with fat transfer. Dr. Hartog considers the ultimate refinement of breast augmentation to be the Composite Breast Augmentation, that he has perfected. This procedure combines implants with fat transfer in order to further perfect breast shape and asymmetries and improve tissue coverage. Dr. Hartog also specializes in Revision cosmetic and reconstructive breast surgery, using your own fat rather than artificial materials such as dermal sheets, to improve tissue quality and quantity, improve tissue strength, and treat capsular contracture.Using specialized instruments and techniques to perform almost bloodless breast augmentation, at the Bougainvillea Clinique you can expect a Rapid Recovery Breast Augmentation procedure with early return to normal activities.Every possible consideration is given to minimizing the risk of complications by using these bloodless techniques and the use of the Keller Funnel to provide the perfect-no-touch implant insertion technique.With each step of the process from the consultation using Vectra 3-D imaging through the Rapid Recovery approach to the procedure, we strive to make your experience as comfortable and easy as possible, so you can be looking and feeling your best in no time",Continuing Innovation in Breast Augmentation,"February 19, 2016",http://www.lookandfeelbetter.com
"Breast cancer is the most type of cancer among women.In fact, one in eight women will be diagnosed with breast cancer during their life. That's the bad news; the good news is that there is a very high survival rate.If diagnosed early and in the localized stages, breast cancer has a five year 100% survival rate.Improving your chances of a recovery is why early detection is so important. Make sure to perform self checks monthly, and to see your doctor regular for breast exams and mammograms.Many celebrities have been diagnosed with breast cancer and made a full recovery. Here are just a few of them:Many women seek  to restore their life to its pre-cancer form. Dr. Hartog offers  which has very little downtime and recovery.This  procedure is a popular choice because it uses your own tissues as breast material so it’s natural, safe, and precise.If you are in the Orlando area and would like to restore your look to what it was before your cancer treatment, contact Dr. Hartog at  to schedule an appointment.",Celebrities Who Survived Breast Cancer,"February 25, 2016",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/iStock_000001261421Small_in_zps52e1b9b1_0-350x262.jpg
"Spring may very well fall into an ideal timeline for most individuals to have . The healing should work out so that you are enjoying your newly  throughout the summer.Let’s break down the healing process:As the timeline shows, having your liposuction done in the spring gives you ample time to show off your newly defined body in the summer and fall.There is one concern for having a spring liposuction. If you have lived a sedentary lifestyle all winter, then the timing may not be right for you.  is within 30% of their ideal body weight and has good muscle tone but needs to treat an area that has not responded to diet and exercise.If you live in the Orlando area and think liposuction may be right for you, contact Dr. Hartog at  to schedule an appointment.  ",Is Spring the Perfect Time for Liposuction?,"March 28, 2016",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/iStock_000030772104_Large_0-236x350.jpg
"As plastic surgery procedures go, an abdominoplasty or tummy tuck is one of the bigger procedures that we perform. The two most common things that concern patients is the more extended recovery involved with a tummy tuck as well as the fact that traditionally tummy tucks require the placement of drains to remove any excess fluid that can accumulate in the area between the muscle surface and the skin. We have incorporated two innovative products into the abdominoplasty procedure that radically changes and improves the recovery process, minimises the risk of infection, and allows a much more rapid return to normal activity. The first is the use of Exparel®, a long acting local anaesthetic that is injected into the surface layer of the muscle or fascia and surrunding tissues, prior to closing the wound. This results in up to 3-4 days of pain relief, cutting significantly the need for stronger opioid type pain medications. Not only does this result in much less pain and discomfort, but also minimises the side of effects of opuoid pain medications such as nausea and constipation. The second product we have incorporated into the abdominoplast procedure is TissueGlu®. This is a well tolerated tissue adhesive that bonds the tissue layers together and eliminates the space between the muscle and the overlying skin, which in turn eliminates the need for drains and eliminates the risk of drain related infections. Drains are the number one thing that patients complain about after a tummy tuck. In addition, use of TissueGlu® takes much of the tension off the incision line, resulting in significantly better scars. for more infortion about our drainless and almost painless abdominoplasty procedure call or  us. ",Drainless and painless (almost) Abdominoplasty,"April 4, 2016",http://www.lookandfeelbetter.com
"You've lived with spider veins (those small, red, purple, and blue twisting veins in your legs visible through your skin) for far too long. You avoid wearing shorts or swimsuits because of how your legs look and you're tired of wearing compression socks. The constant irritation and pain in your legs affects your lifestyle. Removing those  can improve your comfort and quality of life and help you love your legs again.There are six more major ways to get rid of those painful and unattractive veins (aside from those compression socks):Finally, removing your spider veins can eliminate the painful aching and cramping, as well as the fatigue, burning and tingling sensations, and the heavy feeling in your legs. After a few weeks as your treated veins fade away from view, your legs will once again look clear and even, allowing you to don those shorts, skirts, or swimsuits again. Dr. Jeffrey Hartog can help you decide on the right treatment for you and your legs.If you are in the Winter Park, Florida, area or anywhere in central Florida and would like to explore your options to deal with your spider veins, please contact Dr. Hartog at  to schedule a consultation. ",How Spider-Vein Removal Will Help You Love Your Legs,"April 13, 2016",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/iStock_000043957362_Full_0-350x524.jpg
"We are proud to announce that Dr. Jeffrey Hartog has been recognized as a  for his contributions to the RealSelf community and his commitment to patient satisfaction. The Top Doctor recognition is awarded to less than 10% of doctors in the RealSelf community.Dr. Hartog earned this prestigious distinction because of his high patient satisfaction (as reported in reviews on RealSelf), favorable feedback on the expert answers he provides on RealSelf, and the significant time he spends providing answers to patient questions on the site. recognizes that patient education is key to providing satisfactory results for plastic surgery. The more that patients are informed about their choices and understand what outcomes to expect, the more confident they will be in their plastic surgery decisions and ultimately their results.With Dr. Hartog’s patient-centered approach to plastic surgery, patients know that they are getting the right procedures tailored to their specific needs to meet their specific goals.Are you ready for your plastic surgery consultation? Dr. Hartog is happy to answer your questions and help you make the right decision about your plastic surgery options.Call Dr. Hartog today at for your consultation at the Bougainvillea Clinique. We welcome patients from throughout the Winter Park and Orlando, Florida region.",Dr. Jeffrey Hartog Recognized as RealSelf Top Doctor,"May 13, 2016",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/Top_Doc.png
"In the last 5-10 years, there has been a lot of hype about Stem Cell Therapy to treat all sorts of medical conditions. Unfortunately true Stem Cell Therapy is not yet practical for many reasons. In my own personal opinion the word Stem Cell is used excessively by many doctors and clinics to try to sell miracle medical procedures to the uninformed and unsuspecting potential patient. As has always been my philosophy it is very important to explain exactly how treatments work, what they mean, and to try to cut through the hype and create reasonable expectations. True Stem Cells are very specialized cells, called pleuripotent cells that can change into different types of tissues like bone or muscle or skin or nerve tissue when stimulated to do so. These can either be embryonic ( from fetal tissue) or adult stem cells. Fetal stem cells are of course vey controversial for many people because of ethical issues, and though showing promise in the lab, there are few, if any, true fetal stem cell derived therapies in clinical use in the United States. Most of the 'Stem Cell Therapies' advertised refer to adult stem cells that are found in fat, bone marrow, and in fact everywhere in your body. The problem is that with the emphasis only on Stem Cells, most advertising and recommendations do not explain the true nature of these therapies as we currently understand them, and relies on the hype and sexy nature of the word 'Stem Cell'. In reality there are a whole number of cells in our bodies, which are not true Stem Cells, that are probably as important or more important than true Stem Cells in the treatment of many conditions. These cells are called Regenerative Cells, they are known by many names such as MSC's, Adipose Derived Stem and Regenerative Cells etc.These Regenerative Cells have many functions, and can be considered like little floating drug stores, that can go where needed to stimulate blood supply (neovascularization) fight inflammation (antiinflammatory) prevent other cells from dying (anti-apoptotic), help with wound remodeling, block damaging immune responses (immunomodulatory), and generally secrete substances that help the body fight of diseases and repair itself. (Paracrine signalling) One of the most striking things about these cells is that they have the ability through chemical signalling, to home to injured and diseased parts of our bodies. They are like little smart bombs that know where to go.So when most clinics and doctors overhype 'Stem Cells', the truth is that only a very small percentage of the cells used in current 'Stem Cell' treatments are actual true stem cells, only from 5-15%. The remaining 85-95% are actually these regenerative cells, and which are probably of much greater importance.In order for our bodies to heal and repair itself, throughout life, we must have both these Regenerative Cells, as well as some Stem Cells in order to survive. This is whether we heal a cut, fight off an infection, recover from surgery, continue to grow hair or skin, etc. Unfortunately as we age these cells lose some of their capacity, or as certain parts of our bodies become diseased - say our bones or joints in arthritis - these parts of our bodies become overwhelmed, and do not have enough of these stem and regenerative cells easily available nearby to repair the damaged tissue. For the most part our Stem and Regenerative Cells are also bound to the little blood vessels in our tissues and can only work in the general area in which they are found.Fortunately, there are areas of our body where these Stem and Regenerative Cells are found in very high numbers, these include our fat stores and our bone marrow. The trick, from a therapeutic perspective is to transfer some of these cells from where they are not immediately needed and where they are stuck (attached to the small blood vessels), and allow them to be used in areas of our body where they are needed. Depending on the situation, these cells can be transferred quite simply by transferring some fat from one part of the body to the other, and thus place a higher number of stem and regenerative cells in or close to the area in which they are needed. Examples of this include treatment of scars and radiation injury, burn treatment, and even treatment of osteoarthritis of the hip, shoulder and other joints. In other situations such as chronic heart failure, it is of course dangerous to simply inject fat into the heart or the bloodstream, and the Stem and Regenerative Cells within the fat have to be separated from the fat, so they can be safely injected in a liquid suspension. In the United States, the FDA has placed restrictions on the use of highly purified Stem and Regenerative Cells from fat, as the claim is that by performing this separation process, doctors are creating a drug which must be regulated by the FDA. This is even though these are your own unchanged cells, simply freed up to do what they do naturally. The most interesting aspect about these cells when they are freed up, is that they are either signalled to perform their natural repair functions and go to it, or they are not. In which case they simply disappear back into the tissues and become dormant again. Except in the case of active cancers, where these cells can of course stimulate cancer growth by stimulating blood vessel growth, there are no know other adverse effects. Despite the restrictions in the US, thousands and thousands of such purified cell therapy treatments have been provided around the world, with no known adverse effects. In fact it can be argued that compared to traditional drug and surgical treatments, these cell therapy treatments are exceptionally safe. Of course there is the question of how effective these treatments are, and this is to some extent variable, depending on the disease, nevertheless when one considers the safety of the treatment the risk to benefit ratio is far superior to almost any drug or surgical therapy available for any disease. Where I believe the hype and dishonesty arise, is where unrealistic expectations are created in advertising by many 'stem cell clinics' in the US and around the world, and a failure to educate potential patients on how these treatments work, and of course that there is great variability of response depending on the disease, and the individual patient. There is of course also excessive use of aggressive and unethical sales techniques that take advantage of vulnerable patients, particularly by overemphasizing the word 'Stem Cells' and failure to truly educate how our cells work. Essentially the goal of current regenerative medical and surgical techniques, is to use your own tissues and cells as far as possible to allow the body to heal itself to the greatest possible degree, with the lowest possible risk of adverse effects. For the most part the methods available to us include various natural and unmanipulated tissues such as your own fat, bone marrow or blood (PRP or Platelet Rich Plasma) to achieve these goals, and there are many, many safe and efficacious applications that are easily accessible to patients in the US. Certainly this is a rapidly advancing field despite the restrictions imposed on physicians by the FDA in the US, and we are hopeful that over time we will continue to see the expanded use of these , with the addition of complementary medications, or surgical techniques as they develop and become approved. For those interested in understanding this in more scientific detail, some of the best explanations are provided by  ",Understanding the Stem Cell Hype,"June 18, 2016",http://www.lookandfeelbetter.com
"Breast reduction is a procedure where extra skin, fat, and tissue are removed from the breasts. While the most common reason for having Dr. Hartog's  is to reduce the discomfort caused by disproportionately large breasts, patients also see benefits including a more youthful appearance, better fitting clothing, increased ability for activities, and enhanced confidence.Back pain is a reason for many breast reductions. By reducing breast size, there is less strain on the neck and back. In fact, most women feel less overall musculoskeletal pain and a reduction in migraines.During a breast reduction, your breasts are lifted and firmed, and the skin is tightened, which leaves you with a more youthful appearance. Breast reduction is often combined with  to balance uneven breasts, resulting in a more balanced silhouette.Stretched areolas and large nipples may be corrected during a breast reduction to further enhance your appearance.Breasts that are disproportionately larger than your body make finding good-fitting clothing difficult. After a breast reduction, you will find that shopping becomes easier.Also, because you can find bras that fit properly, you will no longer have indentations on your shoulder from the straps.In addition to less pain and headaches, many women find breathing to be easier after a breast reduction. This, along with sports bras that fit, makes participating in exercise and other activities easier and more enjoyable. Also, after exercising, you will have less irritation on the skin under your breasts.By looking and feeling younger, you will have greater confidence. This will lower depression and anxiety which leads to an overall healthier you.If you are in the Winter Park, Florida area and think breast reduction could benefit you, contact Dr. Hartog at  to schedule a consultation.",Five Benefits of Breast Reduction,"March 17, 2016",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/iStock_000000212825Small_zpsf38f0070_0-351x263.jpg
"Every year our surgical facility undergoes an inspection by the Agency for Health Care Administration (AHCA) to ensure that we comply with literally thousands of regulations pertaining to the facility itself and patient safety. The Ambulatory Surgery Center of Winter Park, adjacent to the Bougainvillea Clinique, is unique for plastic surgery facilities in the Orlando area. Unlike most plastic surgery operating facilities owned by plastic surgeons, the Ambulatory Surgery Center of Winter Park is a state and federally certified facility, similar to those in hospitals and other free-standing ambulatory surgery centers. Other plastic surgery facilities in the Orlando area, though certified, are certified as office-surgery facilities, a much less rigourous standard. The AHCA inspection is almost always unannounced. Last week, on one of our busy surgery days, the inspector from AHCA paid us a surprise visit. Despite being busy with patient care, our staff responded magnificently, providing the inspector with all the information he required to conduct the inspection. Our facility passed again with flying colors, and without a single negative citation or comment. Congratulations and thank you to our wonderful team at the . ",A perfect surgery center inspection,"April 4, 2016",http://www.lookandfeelbetter.com
,What is CoolSculpting?,"April 27, 2016",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/shutterstock_96296042_0_0-350x233.jpg
"Cellulite is a common issue for women. Despite how well you take care of yourself with a healthy diet and exercise, cellulite can creep in, making it embarrassing to wear the clothes and bathing suits that you love. At the Bougainvillea Clinique in Winter Park, Florida, we have seen many “miracle cures” for cellulite come and go over the years. However, with the latest advances in cosmetic surgery technology, you now can really say goodbye to cellulite with Unlike other cellulite fighting systems that try to approach the problem with topical creams and other less effective techniques, Cellfina goes right to the root of the problem.Cellulite is caused by connective bands pulling on your skin, which result in the dimpling effect you experience. Cellfina allows Dr. Hartog to safely and effectively release those bands. Your skin, no longer pulled down, will bounce back into a smoother texture.  Over 96% of patients are satisfied with their results after two years!If you want long-lasting relief from cellulite, Cellfina may be the perfect solution for you.Call the Bougainvillea Clinique today at to arrange your consultation and learn more about how Cellfina can rid your body of cellulite. We welcome patients from throughout the Winter Park and Orlando, Florida region.",Say Goodbye to Cellulite with Cellfina™,"September 21, 2016",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/Fotolia_115723229_Subscription_Monthly_XXL.jpg
"Some of our Florida patients considering breast augmentation are concerned that the procedure will leave a scar. Although Dr. Hartog takes great care to conceal and reduce the appearance of scars during breast augmentation surgery, you do have an alternative – .Using your body’s own fat, breast augmentation with fat transfer is achieved by harvesting fat through liposuction and then injecting it into your breasts for a larger, fuller appearance.The added benefit of choosing fat grafting for breast augmentation is that you not only get the enlarged breasts you want, you also get to reduce stubborn fat around your belly or thighs. This provides an overall body enhancement with one procedure.Recovery time is also reduced significantly from traditional breast augmentation with breast implants.In order to undergo the procedure, you will need an adequate amount of fat to harvest through liposuction, and there are limitations to the increase in breast size available through fat grafting.To learn more about your breast augmentation options and whether scarless breast augmentation through fat grafting is right for you, call the Bougainvillea Clinique today at to schedule your consultation with Dr. Jeffrey Hartog. We welcome patients from throughout the Winter Park and Orlando, Florida region.",Using Fat Transfer for Scarless Breast Augmentation,"September 28, 2016",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/Fotolia_42733921_Subscription_Monthly_XL-300x207.jpg
"When you make the decision to better yourself through cosmetic surgery, it’s important to fully understand who your surgeon is and the procedures they offer. At the Bougainvillea Clinique, located just outside of Orlando, we encourage you to come to us with a list of questions to ask at your consultation so that you can learn about us and so we can work together to decide on the best course of action to fulfill your goals.For years  has been helping people in and around the Orlando area look and feel their best. So that we can best serve you, here are a few questions to ask upon your consultation, so that we can maximize your satisfaction and results:While this is not a comprehensive list, asking these questions can help you get to know our cosmetic surgeon and better prepare you for your procedure.If you’re interested in a consultation at the Bougainvillea Clinique, call us today at We proudly serve Orlando, Winter Park, and Central Florida.",Essential Questions to Ask at Your Cosmetic Surgery Consultation,"October 28, 2016",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/cosmetic-surgery-questions_0-300x200.jpg
"With , you can rid your body of stubborn pockets of fat with a natural, safe, and effective technique. Our Orlando area patients are loving their results!Common treatment areas include:CoolSculpting is an FDA-approved, non-surgical treatment for fat reduction. It works by targeting your fat cells with precise, controlled cooling. This freezes the fat cells, which then die and are eliminated naturally from your body. Your surrounding cells and tissues remain unharmed. This means no downtime for recovery for you!Your can expect long-lasting results because once your fat cells are removed, they don’t come back. With a healthy lifestyle, including nutritious diet and exercise, you should be able to maintain your results for years to come.At the Bougainvillea Clinique, we offer patients the option to treat two areas at one time with our two CoolSculpting machines. This means you can sit back, relax, and catch up on your favorite show on our SmartTV, while reducing fat simultaneously in two treatment regions.Are you ready to rid your body of those stubborn pockets of fat that keep you from looking your best? Call the Bougainvillea Clinique today at for your consultation. We welcome patients from throughout the Winter Park and Orlando, Florida region.",Is CoolSculpting® Right for Me?,"August 12, 2016",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/Fotolia_68061276_Subscription_Monthly_XXL-350x525.jpg
"A  can make you feel like a new person by removing excessive skin and tissue in your abdominal region while tightening your abdominal muscles. Many of our patients are excited by the idea of a slimmer, toner abdomen, but express concerns about how long and potentially painful recovery may be.Dr. Hartog has made several advances in the tummy tuck procedure to make your recovery more comfortable and get you back to everyday activities more quickly.In general, after your tummy tuck procedure, you can expect to return to work and most non-strenuous activities in about a week. Swelling and bruising in the abdomen are normal, but will subside as you heal. You can expect to resume almost all activities within a few weeks and begin enjoying your dramatic-looking results.To learn more about what you can expect from the tummy tuck procedure and recovery, call the Bougainvillea Clinique today at to schedule your consultation with Dr. Jeffrey Hartog. We welcome patients from throughout the Winter Park and Orlando, Florida region.","A Quicker, More Comfortable Tummy Tuck Recovery with Dr. Hartog","November 23, 2016",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/specials2_zps6ae74621_0-300x451.jpg
"Thanksgiving has come and gone and that means the holidays are in full swing. You can expect the next month to be full of friend, family, and work gatherings. If you want to look your best for the holidays and the coming New Year, then now is the time for non-surgical facial treatment to rejuvenate your appearance.At the  at the Bougainvillea Cinique, we offer our patients a variety of rejuvenating procedures to suit your individual needs. You may benefit from:Remember that some skin care treatments require a  and 2-4 weeks until you experience optimal results. We can help you plan your treatments around your special events this season.To learn more about your options for non-surgical facial rejuvenation, call the Bougainvillea Clinique today at to schedule your consultation with Dr. Jeffrey Hartog. We welcome patients from throughout the Winter Park and Orlando, Florida region.",Look Your Best for the Holidays with Non-Surgical Facial Treatments,"November 30, 2016",http://www.lookandfeelbetter.com/sites/www.lookandfeelbetter.com/files/resize/facial-rejuvenation-300x200.jpg
